A0AUP1	0.360992	-0.0775284	0.0325038	0.171187	0.152769	0.0134718	-0.151889	0.0693762	<nodata>	-0.0345554	<nodata>	0.0521138	<nodata>	-0.41313	<nodata>	0.136422	<nodata>	-0.912281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.00810028	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9EQS3	-0.088277	-0.150149	-0.367467	0.321023	<nodata>	0.0998964	-0.433753	0.222843	<nodata>	<nodata>	0.10957	0.4059	<nodata>	<nodata>	-0.495759	0.00860305	-0.639279	0.0403532	-0.102227	<nodata>	<nodata>	<nodata>	<nodata>	-0.0261115	<nodata>	<nodata>	0.6691	<nodata>	<nodata>	<nodata>	<nodata>	-0.0480223	-0.265823	-0.24167	-0.0134549	<nodata>	<nodata>	0.109225	-0.275104	-0.0696679	<nodata>	0.140433
Q9EQU5	-0.122946	0.188939	0.105067	0.272267	-0.00980277	0.160465	0.214661	0.420777	0.0734615	<nodata>	<nodata>	<nodata>	0.235334	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.576432	0.234576	-0.0748351	0.316101	-0.11201	-0.0751419	0.0586189	0.0574641	0.067942	0.131952	-0.0595787	0.348375	-0.281861	-0.301952	-0.977384	-0.194596	-0.279916	<nodata>	0.473835	0.340582	-0.36163	<nodata>	0.588454
Q9EQY0	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.801469	1.6602	<nodata>	<nodata>	1.33778	1.84469	<nodata>	<nodata>	1.74819	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.619335	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.214793	<nodata>	<nodata>
Q9ER00	-0.0876372	-0.182606	0.00358021	-0.115324	-0.144845	-0.0507301	-0.0305644	-0.905742	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.147271	0.245576	0.0186355	-0.464524	-0.0831814	-0.0245355	-0.497871	<nodata>	-0.119237	-0.640751	-0.605038	0.30466	0.369958	0.0279363	-0.349725	0.420715	0.225294	-0.121483	<nodata>
Q9ER38	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0729427	0.104821	<nodata>	<nodata>	0.653438	0.124356	<nodata>	<nodata>	0.21834	-0.183544	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0852263	-0.321891	-0.230265	<nodata>	<nodata>	<nodata>	-2.20833	-0.0161727	<nodata>	<nodata>	-2.13171
Q9ER39	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ER41	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.468959	-0.221404	<nodata>	<nodata>	-0.140592	0.223779	<nodata>	<nodata>
Q9ER58	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0703477	0.228904	-0.114103	<nodata>	0.139609	-0.135805	<nodata>	-0.0204103	-0.0323198	-0.069977	-0.28735	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.104087	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ER64	<nodata>	<nodata>	-0.395088	<nodata>	<nodata>	<nodata>	0.258807	<nodata>	<nodata>	<nodata>	0.0582675	<nodata>	<nodata>	<nodata>	0.344235	0.0965216	0.00867031	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ER71	-0.00561739	-0.00815524	-0.0279528	0.135276	0.0901062	0.056354	-0.0779411	-0.0744877	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.318562	-0.0301489	-0.047631	-0.106635	0.0427987	0.121283	-0.0208271	-0.042614	-0.188016	-0.16128	-0.299444	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ER72	0.410836	-0.15697	0.20169	0.012051	0.400332	-0.525506	-0.073633	0.0763032	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ER88	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.153512	<nodata>	0.167306	-0.155833	0.000479444	-0.280476	-0.0731327	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0218837	<nodata>	<nodata>	<nodata>	-0.0668639	<nodata>	<nodata>	<nodata>
Q9ERB0	-0.0707773	0.214637	0.312605	0.277959	-0.158987	0.321583	0.0622819	0.396056	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.148747	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERB6	0.19106	-0.072765	-0.0833038	-0.484337	0.146917	-0.0335107	-0.265756	-0.0589961	-0.0220138	-0.00284831	-0.208763	-0.236813	-0.243085	-0.00509682	-0.289824	-0.34723	0.0572108	-0.0442402	-0.310764	0.222994	-0.0883475	-0.107686	-0.244158	0.0323335	0.0110766	0.0317223	-0.232249	-0.0045046	-0.032929	-0.135497	-0.352136	-0.0765813	-0.114302	-0.367262	-0.00885841	-0.101819	-0.115648	-0.164618	0.0248405	-0.0720154	-0.129379	-0.3137
Q9ERD7	0.0884379	-0.00854443	0.0352923	0.019824	0.0953229	-0.0196569	-0.0378548	-0.102962	<nodata>	-0.0793346	-0.100074	<nodata>	<nodata>	-0.436029	-0.276959	<nodata>	<nodata>	-0.165989	-0.388255	<nodata>	-0.294809	-0.286844	-0.635814	-0.15912	-0.0885981	-0.0144616	-0.123043	-0.0283961	-0.031316	-0.0483198	-0.0882339	-0.134156	-0.0807498	-0.38984	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERE7	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0355213	-0.366693	-0.615763	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.198258
Q9ERF3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.185491	0.0465646	0.0601339	-0.0793623	<nodata>	<nodata>	<nodata>	<nodata>	-0.0743971	-0.156192	0.262728	-0.108738	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERG0	0.229014	0.501281	<nodata>	0.211015	0.200004	0.667989	0.288537	0.143826	0.198287	0.0767552	-0.272772	-0.0437102	0.0101171	-0.130831	-0.407895	-0.0889831	0.0735157	-0.213469	-0.0417067	<nodata>	-0.143243	<nodata>	0.174687	0.284414	0.397305	-0.183784	-0.0822665	-0.0649892	-0.0187643	-0.243294	-0.588917	-0.0463467	-0.119345	-0.360366	0.139505	-0.43085	-0.193142	0.0782285	0.653078	-0.224459	-0.346236	0.085167
Q9ERG2	<nodata>	<nodata>	0.468656	<nodata>	<nodata>	<nodata>	-0.491984	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.142558	-0.193888	-0.0447083	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.138924	<nodata>	0.461544	-0.340145	<nodata>	<nodata>	<nodata>	-0.0714993	<nodata>	<nodata>	<nodata>
Q9ERI2	<nodata>	0.201242	-0.573308	<nodata>	-0.357963	<nodata>	-0.732114	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERI6	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.124537	-0.197442	0.111791	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERK4	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0396773	-0.0226508	0.0533977	0.0687474	0.574007	-0.581881	0.698168	<nodata>	<nodata>	-0.411497	-0.147428	<nodata>	<nodata>	-0.560303	<nodata>
Q9ERL7	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.182687	<nodata>	<nodata>	<nodata>	<nodata>	-0.335081	-0.302912	-0.191462	0.73446	-0.620648	-0.279432	0.44695	1.01152	-0.803467	-0.332606	0.527005
Q9ERL9	0.186307	0.00159705	-0.241495	-0.393557	0.0528688	-0.0958006	-0.326831	-0.210273	0.232395	0.173448	-0.659603	0.336017	0.0619776	-0.00418908	-0.78201	0.534894	0.0580249	-0.0763393	-0.772676	<nodata>	-0.0960259	-0.0771655	-0.577336	-0.128086	0.139529	-0.331403	-0.542823	-0.399959	0.564449	-0.19109	0.721687	-0.275738	-0.44904	-0.807651	0.0173415	-0.0859456	-0.123969	-0.439652	-0.0852443	-0.0707128	-0.125124	-0.217258
Q9ERN0	0.00562513	0.0558652	0.0686202	0.51325	0.120469	0.162558	0.244222	0.462168	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.720337	<nodata>	-0.153783	<nodata>	0.269823	-0.0972709	0.18818	0.439459	-0.00781762	<nodata>	0.17143	<nodata>	-0.189195	-0.321912	-0.144022	-0.0107577	0.157409	0.0820691	0.109799	0.231909	0.33999	0.106581	0.115404
Q9ERR7	-0.166766	0.125521	0.325342	0.229615	-0.0890245	-0.00755567	0.297918	0.220392	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0919216	-0.350089	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.105448	-0.240799	-0.0723953	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERS2	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.320848	0.172493	0.516144	<nodata>	-0.118222	0.348299	0.219519	-0.530182	-0.3609	0.603966	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERS5	<nodata>	<nodata>	<nodata>	-0.151281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERU3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.432558	<nodata>	<nodata>	<nodata>	0.792285	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.31061	0.304376	0.221626	0.587553	-0.13495	0.0455831	0.181526	0.353182	0.083624	0.0621879	0.395654	0.203261	0.245057	-0.0349076	-0.107394	0.0955122	0.327557	0.0260602	0.3137
Q9ERU9	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0186428	<nodata>	-0.499509	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ERV1	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.158001	<nodata>	0.590964	<nodata>	<nodata>	<nodata>	0.477621	<nodata>	0.602552	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ES28	<nodata>	<nodata>	<nodata>	-0.11712	<nodata>	<nodata>	<nodata>	0.0219075	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ES46	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.242814	<nodata>	<nodata>	-0.52119	0.272845	-0.095121	-0.201639	0.135681	-0.00919414	-0.192088	-0.503659	0.203124	-0.22583	-0.344938	-0.0259619	0.0923525	-0.121651	-0.00254353	-0.0833819	0.204256	0.080354	-0.15141	<nodata>	-0.0899499	-0.27817	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ESD7	0.147968	0.105393	0.252428	-0.357945	0.170352	-0.0414189	-0.172715	0.180179	<nodata>	-0.206345	0.144349	-0.252323	<nodata>	0.0923407	0.0633861	-0.0892459	0.422175	-0.342566	-0.0892899	<nodata>	<nodata>	<nodata>	<nodata>	0.0557015	0.206848	-0.0475184	-0.347497	-0.295458	-0.219196	0.0303782	<nodata>	<nodata>	<nodata>	<nodata>	-0.251353	0.33228	0.118275	-0.0121102	-0.209202	0.325944	0.158008	0.00360798
Q9ESL4	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ESP1	-0.548373	<nodata>	<nodata>	<nodata>	-0.336292	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0799305	0.25125	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0285817	0.0705098	-0.12882	-0.0197885	-0.0659145	0.19616	0.0968895	0.510577
Q9EST5	0.0436181	0.224761	0.230198	0.324397	-0.150943	0.15748	0.0746313	0.115199	<nodata>	<nodata>	0.00675534	<nodata>	<nodata>	<nodata>	0.116091	<nodata>	<nodata>	<nodata>	0.0142334	<nodata>	<nodata>	-0.33458	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0540067	0.0707264	-0.179852	0.540495	-0.0448492	-0.0297712	-0.170329	0.0655423	-0.494982	-0.249052	0.075855	0.133341	-0.426532	0.104091	-0.149774
Q9ESV0	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ESW4	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0837399	<nodata>	<nodata>	0.51471	0.353867	-0.100431	<nodata>	<nodata>	-0.0764148	0.111177	<nodata>	0.443909	-0.0905531	-0.578235	<nodata>	-0.3292	-0.0350443	-0.509694	-0.0382977	0.0906655	-0.0797609	-0.238057	0.0072485	0.0996144	-0.0221777	-0.400025	0.0297115	-0.627265	-0.0856796	-0.187102	0.0695968	-0.175588	-0.334045	-0.0728409	-0.100927	0.00189403	-0.513151
Q9ESX5	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.163967	-0.0607791	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.412295	-0.239806	-0.435649	-0.229602	0.209014	<nodata>	-0.120851	-0.0156318	0.0118255	<nodata>
Q9ET01	-0.237413	-0.216665	0.182816	-0.151552	0.281756	0.0571552	0.231809	0.156443	<nodata>	0.908053	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.220247	<nodata>	-0.0910105	0.0314402	-0.133442	0.140544	0.143099	-0.081454	0.0629424	0.0820581	-0.345113	0.511453	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.301944	-0.481942	<nodata>	<nodata>	-0.373241	-0.481814
Q9ET22	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.204613	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.472865	<nodata>
Q9ET26	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.293087	-0.0467282	<nodata>	0.0494359	0.210007	0.0720888	<nodata>	0.0992755
Q9ET30	<nodata>	-0.696243	<nodata>	<nodata>	<nodata>	-0.152203	<nodata>	0.10553	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0465448	-0.129534	-0.0746239	-0.164628	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0443719	-0.00733791	0.216922	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9ET54	-0.011635	<nodata>	-0.266005	-0.365803	-0.0878394	<nodata>	-0.280634	-0.148842	-0.065572	0.00619063	-0.10278	-0.71627	-0.0204687	-0.0107136	-0.107395	<nodata>	-0.0496571	-0.228011	-0.356322	0.137181	-0.255825	-0.00300684	-0.308912	0.02248	0.208912	-0.138579	-0.627418	-0.165957	-0.0203856	-0.20819	-0.366059	-0.059613	-0.314076	-0.286793	-0.0372639	-0.0112922	-0.212551	-0.543868	-0.120176	-0.090111	-0.131397	-0.356815
Q9GKR4	-0.0507442	<nodata>	<nodata>	-1.76855	-0.211727	<nodata>	<nodata>	-0.749191	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.721605	-0.0197011	-0.174274	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9JHH6	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.116736	0.0334115	0.340808	0.950969	0.0915799	-0.03441	0.780661	1.05188	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q9JHI5	0.0529951	0.152545	-0.164684	-0.442361	-0.0500681	0.1186	-0.538941	-0.511685	0.196424	-0.0981645	-0.163982	-0.386108	-0.3109	-0.0605997	-0.115101	-0.476109	0.127683	0.0127346	-0.16655	0.51769	-0.0788405	-0.14869	-0.311798	0.0149779	0.0191243	-0.0216566	-0.501369	0.103612	0.0486897	-0.0441483	0.133299	-0.172661	-0.21484	-0.41347	-0.106267	-0.231702	-0.122436	-0.428308	-0.0419758	-0.2599	-0.263902	-0.467077
Q9JHJ0	0.0423099	-0.0254057	-0.296514	-0.197142	0.112554	-0.121572	-0.326844	-0.282031	0.304192	0.130955	0.017736	-0.0912555	-0.141737	0.0579171	0.010572	0.133854	-0.058612	0.0373493	0.108233	-0.174523	0.0183521	-0.221544	0.0516585	-0.0588978	-0.00373993	-0.000752309	-0.229375	<nodata>	<nodata>	<nodata>	0.704158	-0.0291661	-0.350944	-0.50185	-0.00273713	-0.124545	-0.10648	-0.260585	-0.0676686	-0.113402	-0.121608	-0.303652
Q9JHK5	<nodata>	<nodata>	<nodata>	0.538014	0.476682	<nodata>	<nodata>	0.312038	<nodata>	<nodata>	-0.423237	0.293131	<nodata>	<nodata>	-0.462178	0.307017	-0.0109977	<nodata>	-0.149072	0.149197	<nodata>	-0.357166	<nodata>	0.516101	<nodata>	<nodata>	<nodata>	0.205041	-0.0925824	0.246341	0.263566	-0.38292	-0.0607288	-0.18575	-0.0371069	0.165509	0.223298	0.292696	0.300644	0.137051	0.0963793	0.318469
Q9JHL1	-0.0137534	0.0876212	-0.188989	-0.220923	-0.224019	0.0730661	-0.186057	-0.275612	-0.0126548	-0.0325839	-0.115738	-0.162264	0.0314328	-0.121717	-0.187965	-0.367793	0.0506089	-0.171728	-0.296566	0.528605	-0.108315	-0.0751739	-0.211915	-0.0868588	-0.00454175	-0.0652953	-0.387992	-0.0374596	0.00645802	-0.0583358	-0.433308	-0.154729	-0.283476	-0.40723	-0.110224	-0.0831842	-0.22571	-0.00817763	-0.11094	-0.143212	-0.234889	-0.365391
Q9JHR7	<nodata>	<nodata>	<nodata>	-0.229708	<nodata>	<nodata>	<nodata>	<nodata>	-0.456151	-0.331616	<nodata>	0.230315	-0.0614188	0.116576	<nodata>	0.184482	<nodata>	0.104935	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.195675	<nodata>	<nodata>	0.412308	-0.0339432	<nodata>	<nodata>	<nodata>
Q9JHS4	<nodata>	0.21576	<nodata>	-0.587936	<nodata>	0.0358648	-0.200475	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
